Unnamed: 0,LDATE,CDESCR,MFR_NAME,LABELS
1257596,2016-02-01,first this is my 2nd complaint ive filed my car has been repaired many times for recalls one is being done currently for the second time and other warranty repairs this is the list so far idler pully tensioner arm and belt steering column which broke while driving after i had to get 4 new tires and 4-wheel alignment 24000 miles that they said i had to get premature starter failure short block leather around gear shifter wore hole in it and my car has now been in the service dept since dec 17th because the engine failed again they ordered a long block for it but hyundai motors america cannot keep up with getting the engines manufactured and sent to all the dealerships fast enough for the recalli am now the 12th car down on the list i still have another outstanding recall for the brake stop pad and i noticed recently the rearview mirror is faded in spots dark worn areas i contacted hyundai motor america public relations hotline it took them 2 weeks to get back to me the man that called me asked for information from me he called the dealership and then sent me a letter stating they would only reimburse me a portion of my repairs i had to pay for in the letter also was a release of liability for me to sign thats not going to happen the release would have made them not liable to past or any future situations including death how stupid do they really think we are theyve had well beyond an acceptable amount of time to take care of these recalls its time to buy the vehicles back and rebuild their image if not there will be more recalls or events that could lead to death holding them accountable is the only acceptable way to handle thispeople are still out there driving unsafe vehicles,hyundai motor america,engine
1257615,2016-02-01,on december 22nd 2015 i was driving the car into my parking lot at my office when the car began to accelarate on its own  this is  the second time in the last 6 months that the engine has accelarated without depressing the accelerator and then continued to rev higher when the car is put into park if it was not for some quick thinking i almost went into a wall of the garage   i immediately called the hyundai dealer and spoke to the service manager  he   could hear the reving of the car  he asked if i felt safe driving it to the dealer which i did  all thoughout the ride the car continued to accelarate on its own  when i arrived at the dealer and turned the car off the car stopped doing this   the dealer kept the car for 5 weeks and could not duplicate or find any problems   i have asked to speak to someone at hyundai to see what the next steps are if it happens again,hyundai motor america,engine
1257616,2016-02-01,on december 22nd 2015 i was driving the car into my parking lot at my office when the car began to accelarate on its own  this is  the second time in the last 6 months that the engine has accelarated without depressing the accelerator and then continued to rev higher when the car is put into park if it was not for some quick thinking i almost went into a wall of the garage   i immediately called the hyundai dealer and spoke to the service manager  he   could hear the reving of the car  he asked if i felt safe driving it to the dealer which i did  all thoughout the ride the car continued to accelarate on its own  when i arrived at the dealer and turned the car off the car stopped doing this   the dealer kept the car for 5 weeks and could not duplicate or find any problems   i have asked to speak to someone at hyundai to see what the next steps are if it happens again,hyundai motor america,engine
1264756,2016-03-01,tl the contact owns a 2015 hyundai sonata upon a state inspection the technician stated that the brakes pulsated severely due to the rotor being warped the rotors needed to be resurfaced the vehicle was repaired the manufacturer was notified of the failure the failure mileage was 7923  updated 042016lj  tr,hyundai motor america,service brakes
1264839,2016-03-01,ive been having a serious reoccurring problem that the service team continues to miss-diagnose while accelerating my car will suddenly lose all power the engine continues to function just fine and the rpms continue to rise very rapidly but no power is being transferred to the wheels the service team has decided this is an issue with my tire pressure which is clearly not the case this issue is either software related or is symptomatic of a drivetrain problem transmission transfer case or frontrear differential  this is a serious concern for my safety and the safety of my family im reporting to the nhtsa  i have been driven off of the road twice because of my inability to accelerate when needed  today was the second time i have ended up on the side of the road shaken crying and afraid i have been taking this car in for this issue since 2012  this happens on all roads but is more likely when trying to accelerate on the freeway,hyundai motor america,power train
1264914,2016-03-01,february 26th 2016 around 3pm my car stopped while driving on the road i was not able to press the brake so i put the car in neutral and had to wait until the car stopped on its own after the car stopped i tried to start the car and the engine would not turn over there was no noise from the engine when the car died on the road   ,hyundai motor america,engine
1272180,2016-04-01,tl the contact owns a 2010 hyundai genesis the contact stated that approximatley 80 of the vehicles brakes failed while driving approximately 50 mph the failure occurred without warning the vehicle was taken to the dealer where it was not diagnosed the dealer informed the contact that the vehicle was previously repaired according to nhtsa campaign number 13v489000 service brakes in february of 2015 the vehicle was not reapired the manufacturer was notfied of the failure the failure mielage was approximately 63000,hyundai motor america,service brakes
1272231,2016-04-01,tl the contact owned a 2011 hyundai sonata while driving 35 mph the vehicle stalled without warning and crashed into the rear of another vehicle the contact stated that the brake pedal was depressed but failed the brakes were repaired three times prior to the crash a police report was filed the vehicle was towed to an independent salvage yard the contact was not injured the vehicle was included in nhtsa campaign numbers 15v759000 service brakes hydraulic and 15v568000 engine the manufacturer was notified of the failure the approximate failure mileage was 88000 the vehicle was destroyed ,hyundai motor america,service brakes
1272232,2016-04-01,tl the contact owned a 2011 hyundai sonata while driving 35 mph the vehicle stalled without warning and crashed into the rear of another vehicle the contact stated that the brake pedal was depressed but failed the brakes were repaired three times prior to the crash a police report was filed the vehicle was towed to an independent salvage yard the contact was not injured the vehicle was included in nhtsa campaign numbers 15v759000 service brakes hydraulic and 15v568000 engine the manufacturer was notified of the failure the approximate failure mileage was 88000 the vehicle was destroyed ,hyundai motor america,service brakes
1272238,2016-04-01,owned vehicle since new and have had all services performed currently 72000 miles car has been plagued with clunky noisy suspension problems since about 35000 miles noises and ride at all speeds are so bad that this has to impact potential safety dealers have replaced power steering rack pinion ps sway bar link assembly lower control arm 2x ps front stabilizer link lf control arm bolt and nut none of the fixes have lasted more than a few thousand miles and we were right back to where we were we are easy drivers who do no offroad or rough road driving were it not for these issues this would be a decent suv,hyundai motor america,suspension
1272255,2016-04-01,cranks but does not start battery is fine car only has 28000 miles on it,hyundai motor america,engine
1272271,2016-04-01,tl the contact owns a 2008 hyundai sonata the contact stated that the ignition switch failed to work when attempting to turn the key over the vehicle failed to start randomly on several occasions in addition the door latches failed to open from outside and inside the vehicle the dealer and an independent mechanic were notified the manufacturer was notified of the failure the vin and failure mileage were not available,hyundai motor america,other component
1272289,2016-04-01,tl the contact owns a 2008 hyundai sonata while driving at various speeds the engine stalled without warning the contact stated that the door became inoperable and failed to open using the key the vehicle was taken to an independent mechanic where the cause of the failure was not determined the vehicle was not repaired the manufacturer was not notified of the failure the failure mileage was approximately 40000 the vin was not available ,hyundai motor america,engine
1286432,2016-06-01,tl the contact owns a 2016 hyundai tucson the contact stated that while driving at unknown speeds the vehicle stalled without any warning the contact mentioned that the failure recurred intermittently the vehicle was taken to the dealer the technician was unable to diagnose the failure the manufacturer was made aware of the failure the vehicle was not repaired the failure mileage was 2000 ,hyundai motor america,engine
1286544,2016-06-01,due to the design of the 2012 elantra suspensionrear end the rear wheel tires are worn out well before expectation  purchased the car new and after 20k miles discovered significant wear on the rear tiresespecially the inside of the tire  thought it was a tire problem  replaced all tires and after only 16k miles the rear tires again need replacement  front tires look like new  the tires are less than 2 years old  again still thought it was a tire problem  went to tire dealer and was told the problem was not the tires but the fact that the rear suspension cannot be adjusted for alignment  it is fixed by hyundai at a -150 camberwhich apparently causes the tires to ware out quickly  i now agree that it a car problem and contacted hyundai customer service  the rep said they had never heard of this before which i find difficult to believe and refused any assistance pushing it back on the tire manufacturer  the local hyundai dealer stated they were aware of this problem but could nothing to resolve it  this appears to be a design flaw which hyundai is not ready or willing to address,hyundai motor america,suspension
1286545,2016-06-01,due to the design of the 2012 elantra suspensionrear end the rear wheel tires are worn out well before expectation  purchased the car new and after 20k miles discovered significant wear on the rear tiresespecially the inside of the tire  thought it was a tire problem  replaced all tires and after only 16k miles the rear tires again need replacement  front tires look like new  the tires are less than 2 years old  again still thought it was a tire problem  went to tire dealer and was told the problem was not the tires but the fact that the rear suspension cannot be adjusted for alignment  it is fixed by hyundai at a -150 camberwhich apparently causes the tires to ware out quickly  i now agree that it a car problem and contacted hyundai customer service  the rep said they had never heard of this before which i find difficult to believe and refused any assistance pushing it back on the tire manufacturer  the local hyundai dealer stated they were aware of this problem but could nothing to resolve it  this appears to be a design flaw which hyundai is not ready or willing to address,hyundai motor america,suspension
1286565,2016-06-01,tl the contact owns a 2011 hyundai sonata the contact stated that while driving at approximately 45 mph the air bag warning indicator illuminated continuously the vehicle was not diagnosed or repaired the manufacturer was not notified of the failure the approximate failure mileage was 79000 ,hyundai motor america,air bags
1286590,2016-06-01,airbag light stay on,hyundai motor america,air bags
1286601,2016-06-01,tl the contact owns a 2012 hyundai elantra the contact stated that while in park the engine compartment caught fire the fire department was able to extinguish the fire a police report was not filed no injuries were sustained the vehicle was not diagnosed or repaired the manufacturer was not made aware of the failure the failure mileage was 20000 ,hyundai motor america,engine
1286608,2016-06-01,tl the contact owns a 2001 hyundai santa fe the contact stated that while driving at 25 mph the drivers side rear wheel tilted leaving the vehicle impaired the vehicle was towed to a near by firestone where the failure was assessed by the technician the failure was diagnosed as a fractured rear axel the contact stated that the manufacture was notified of the failure and no repairs was made the failure mileage was 17000 the vin was not available ,hyundai motor america,suspension
1286705,2016-06-01,vehicle was took in to dealership last  4222015 for eps recall nhtsa campaign number 15v100000 and hyundai recall 127 they completed a software update the recall does not fix the problem on 5262016 was driving the 2010 elantra and eps light came on causing loss of steering capability called hyundai they said it was not part of recall take to dealer dealer on 612016 stated that the software update was done but did not fix eps steering issue and would need to replace steering column 2150 the recall obviously did not fix the problem and after doing research online have noticed many others are having the same issue if a recall is to fix the problem the recall should be done fully and correctly not cheaply and halfway the eps causes stiff steering making it impossible for a person to steer this could lead to many accidents and possibly death the light comes on and immediatley with out warning the steering is automatically gone while driving i was almost in an accident because after losing steering i tried make a turn off the main road into a subdivision to get off the main road as i was turning at a very low speed below 5 mph i was unable to stay in my lane and a car was exiting the subdivision although there would be minor damages this could be different if i was on the highway at an exit coming around a turn the loss of steering is unsafe and i do hope that the right measures are eventually taken to resolve this issue before someone is killed the vehicle has less than 45000 miles on it,hyundai motor america,other component
1294528,2016-07-01,on april 15 our brand new santa fe was involved in an accident while driving in low speed traffic suddenly while my fiance rear ended someone to this day she cannot figure out what happened she is a careful driver does not  speed and knows that the area were she was driving is high traffic and was coming up to a red light  both of her hands were on the wheel and she wasnt on a phone or anything she believes she hit the breaks and as stated before still does not know what happened after reading these complaints we are wondering if we had the same issue as someone else who reported and is the cause of the accident we figured we would report this we are also wondering if other people are having similar accidents since there has been a major issue getting parts to repair said car car has now been off the road for 11 weeks most parts required for repair have been externally backordered and hyundai has been extremely unhelpful to help us get our car repaired    the consumer stated the vehicle lunged forward while slowly depressing the breaks the manufacturer was notified updated 1122017js,hyundai motor america,suspension
1294529,2016-07-01,on april 15 our brand new santa fe was involved in an accident while driving in low speed traffic suddenly while my fiance rear ended someone to this day she cannot figure out what happened she is a careful driver does not  speed and knows that the area were she was driving is high traffic and was coming up to a red light  both of her hands were on the wheel and she wasnt on a phone or anything she believes she hit the breaks and as stated before still does not know what happened after reading these complaints we are wondering if we had the same issue as someone else who reported and is the cause of the accident we figured we would report this we are also wondering if other people are having similar accidents since there has been a major issue getting parts to repair said car car has now been off the road for 11 weeks most parts required for repair have been externally backordered and hyundai has been extremely unhelpful to help us get our car repaired    the consumer stated the vehicle lunged forward while slowly depressing the breaks the manufacturer was notified updated 1122017js,hyundai motor america,suspension
1294530,2016-07-01,on april 15 our brand new santa fe was involved in an accident while driving in low speed traffic suddenly while my fiance rear ended someone to this day she cannot figure out what happened she is a careful driver does not  speed and knows that the area were she was driving is high traffic and was coming up to a red light  both of her hands were on the wheel and she wasnt on a phone or anything she believes she hit the breaks and as stated before still does not know what happened after reading these complaints we are wondering if we had the same issue as someone else who reported and is the cause of the accident we figured we would report this we are also wondering if other people are having similar accidents since there has been a major issue getting parts to repair said car car has now been off the road for 11 weeks most parts required for repair have been externally backordered and hyundai has been extremely unhelpful to help us get our car repaired    the consumer stated the vehicle lunged forward while slowly depressing the breaks the manufacturer was notified updated 1122017js,hyundai motor america,suspension
1294579,2016-07-01,just like so many other complainants here  my 2016 hyundai tucson failed to move forward after being stopped at a red light and ultimately had to be towed to the dealership    the dealer fixed the issue by resetting the transmission module however they could not indicate why it failed in the first place nor could they guarantee that it would not happen again     judging by the number of complaints here and at hyundai-forums this is becoming a widespread issue that needs to be addressed by hyundai    it is a potentially dangerous problem if the vehicle becomes immobile while turning left in front of oncoming traffic    hyundai forums thread  httpwwwhyundai-forumscom2016-tucson-ix35-models454074-dangerous-horrible-dcthtml    sample videos  httpsyoutubetcvtr_zcyrs  httpsyoutubelzx0m58vulg  httpsyoutubeh11k6uh1qzw  ,hyundai motor america,power train
1294616,2016-07-01,tl the contact owns a 2007 hyundai elantra while driving at any speed the vehicle stalled without warning the vehicle was able to restart after numerous attempts the vehicle was taken to a dealer but was not diagnosed or repaired the manufacturer was notified of the failure the failure mileage was not available ,hyundai motor america,engine
1294639,2016-07-01,tl the contact owns a 2002 hyundai sonata while driving 40 mph the front driver side lower control arm fractured and damaged the front axle strut front fender and front tire the vehicle was towed to an independent mechanic the contact sustained injuries to the neck and lower back but did not require medical attention the vehicle was not included in nhtsa campaign number 09v125000 suspension the manufacturer was notified of the failure the approximate failure mileage was 86000  ,hyundai motor america,suspension
1294678,2016-07-01,we recently purchased this vehicle after driving this vehicle two weeks we experienced several instances in which the dct transmission failed while attempting to cross four lanes of traffic vehicle stalled while attempting to enter traffic flow  in another case the vehicle failed to respond when it was put into reverse several other occasions the transmission slipped and failed to change gears this car is very unsafe and we have no confidence in hyundai this vehicle was returned to the dealership and at that time they found no problem the car is currently is in their care awaiting further consultation from hyundai corporate however we were told there is no current fix for the problem we are currently dismayed and may be seeking legal advice  ,hyundai motor america,power train
1294756,2016-07-01,owned car since new had to replace all 4 tires four times each time with a different brand each time with only 5000 to 15000 miles the tires will get sidewall bubbles,hyundai motor america,wheels
1294790,2016-07-01,on friday june 17 my tucson was parked outside from 4 pm to 7 pm and the outside temperature was in the lower 90s  we then got in the car and drove approximately 2 miles at 25 miles per hour to the rear gate of the community we stopped at the rear gate to wait for it to open however it did not open as it did not sense the presence of the car  so i attempted to back up by placing the car in reverse and depressing the accelerator  the car rpm went to 4000 and the car did not move  so i took foot off the accelerator and upon depressing the accelerator again the car rpm went to again to 4000 however again the car did not move my wife was with me asking what is wrong with this car it is not moving and cars are behind us   i then placed the car in park for about 30 seconds  the gate was now opened so i placed the car in drive and depressed the accelerator  the car rpm went to 3000 to 4000 again however the car began to move extremely slowly under 5 mph it then shifted jerking as it moved forward and shifting after traveling about 200 feet the car began to shift and drive in a normal manner this is the 6th or 7th time this has occurred however usually happens when attempting to go forward from a stop  the car acts like it is in neutral and does not move engine revs up but does not move  taken the car to the dealership 3 times however the problem is intermittent and does not happen at the dealership the check out the car and state that they find no error codes and the car is operating normally,hyundai motor america,power train
1294809,2016-07-01,i own a new  2014 hyundai sonata and my main concern from what i recently have researched is that some of these vehicles are prone to major motor and power train  problems that can lead to fatalities i understand that the nhtsa has been notified of these problems and there is a current class action lawsuit pending what id like to ask is why a recall has not been issued by the agency given the grave nature that one of these motors could potentially  seize while driving at high speed and can very well lead to fatalities  a personal note when i first bought the vehicle in august 2014  it stalled once while driving at 5-10 miles mph i took it to the dealer and they found nothing wrong with it it has not happened ever since,hyundai motor america,power train
1294810,2016-07-01,i own a new  2014 hyundai sonata and my main concern from what i recently have researched is that some of these vehicles are prone to major motor and power train  problems that can lead to fatalities i understand that the nhtsa has been notified of these problems and there is a current class action lawsuit pending what id like to ask is why a recall has not been issued by the agency given the grave nature that one of these motors could potentially  seize while driving at high speed and can very well lead to fatalities  a personal note when i first bought the vehicle in august 2014  it stalled once while driving at 5-10 miles mph i took it to the dealer and they found nothing wrong with it it has not happened ever since,hyundai motor america,power train
1303467,2016-08-01,my elantra limited 2012 unlock my doors or start the car unless i put the key up to the start button i dont havean ignition my car  only starts with a push buttonboth key fabs wont work ive researched and alot if customer have the same complaint this happens multiple times someone mentioned the had range shaft or something replace and it works but many people are complaining about the same problem,hyundai motor america,other component
1303538,2016-08-01,gas gage goes from full to empty in a matter of minutes    cant tell how much gas i have as trip ticket function goes berserk as well and may register for instance 20 miles when the odometer says i have only travelled 10 miles,hyundai motor america,fuel system
1303568,2016-08-01,check engine light went off and was taken in for a diagnostic reading 2011 hyundai elantra at 56000 miles was showing signs of engine failure after more research the mechanic stated the due to a defect in the way the oil lubricate the engine apparently was not filtering fast enough mechanic happened to mention she previously worked for hyundai and was seeing more and more vehicles come in for this and had stop covering the repairs problem is also seen in the hyundai sonatas which hyundai is starting to own to that,hyundai motor america,engine
1303615,2016-08-01,tl the contact owns a 2012 hyundai sonata hybrid while driving 3 mph the engine seized without warning the contact was able to restart the vehicle in addition the vehicle continued to lose oil while driving the contact replaced the oil in the vehicle numerous times the vehicle was taken to the dealer for an oil consumption test the vehicle was taken to be repaired but the dealer could not diagnose the cause of the failure the manufacturer was made aware of the issue the failure mileage was 46278,hyundai motor america,engine
1303616,2016-08-01,i have a 2016  hyundai tucson limited which has a major issue with the lack of acceleration from stop  when trying to move onto a highwayroad from a light or stop sign when you step on the gas nothing happens then all of a sudden it lurches ahead  this is a very unsafe situation  when you step on the gas you expect the vehicle to respond and it does not  also going through a parking lot and not really accelerating at all it lurches and backs off and lurches and backs off  then when you do step on the gas it almost quits then lurches  im told its caused by the manual celinoid which causes the automatic transmission to engage at the present time im not driving the vehicle and have a loaner  hyundai has sent me paperwork to buy back the vehicle but then i have nothing with which to purchase another vehicle,hyundai motor america,power train
1303704,2016-08-01,acceleration issues from stop engine will go to high rpms without moving the vehicle issues seen with vehicle leaving 1st gear vehicles rolls in to intersection and loses power vehicle has hard shift issues and often seems to be stuck in gear for too long,hyundai motor america,engine
1303740,2016-08-01,transmission completely failed in drive this is a known condition to hyundai diagnosed as dct failure hyundai has no known fix car was 6 weeks old with 740 miles on it cat was bought new with 65 miles dct failed in middle of intersection leaving wife and child stranded in dangerous traffic situation now at dealership awaiting anything from hyundai  this car was almost not sold to us due to a active recall for the hood latch but was happily sold with a known defective transmission issue,hyundai motor america,power train
1303862,2016-08-01,this suv stalls  hesitates when accelerating from a stand still in motion  all other times  currently have 4500 miles on it  this problem started right after i first purchased it this is a dangerous situation when merging into traffic  push the accelerator down it revs up but goes no wherethe transmission dct is not working right  the recall to update the software did not fix anything please hyundai fix this problem before serious accidents happen,hyundai motor america,power train
1303906,2016-08-01,after less than 2 years the car battery dies and disables the control of this particular car and year many customers according to reviews seem to have the same problem should the battery falter when driving on a highway serious accidents could result my vehicle was moving at a slow pace in the parking lot when the battery died i lost control of the car i was not expecting the battery to die as it is only about 18 months old i do not have a picture the car is at the dealership,hyundai motor america,power train
1303910,2016-08-01,issue with the new 7 speed dct transmission revved and would not engage after driving 60 miles on highway some stop-and-go traffic in 101 degree heat and sitting for 45 minutes in order for me to get it to engage i went into manual mode noticed it was in 2nd gear from start downshifted to 1st gear and was able to work thru the gears to get it going and eventually put it back into automatic,hyundai motor america,power train
1313611,2016-09-01,tl the contact owns a 2006 hyundai tucson while driving in reverse an abnormal noise emitted from the rear of the vehicle there was a vibration from the vehicle and the contact noticed that the wheels were leaning sideways the vehicle was taken to an independent mechanic where it was diagnosed that the wheel cradle was rusted and fractured and needed to be replaced the vehicle was not repaired the manufacturer was not notified of the failure the approximate failure mileage was 130000  updated 012717lj  the consumer stated the vehicle was repaired at their expense tr,hyundai motor america,wheels
1313612,2016-09-01,tl the contact owns a 2006 hyundai tucson while driving in reverse an abnormal noise emitted from the rear of the vehicle there was a vibration from the vehicle and the contact noticed that the wheels were leaning sideways the vehicle was taken to an independent mechanic where it was diagnosed that the wheel cradle was rusted and fractured and needed to be replaced the vehicle was not repaired the manufacturer was not notified of the failure the approximate failure mileage was 130000  updated 012717lj  the consumer stated the vehicle was repaired at their expense tr,hyundai motor america,wheels
1313684,2016-09-01,we bought the car in september 2012 within days we started to notice rust spots on the body of the car that appeared to be coming from brake dust we contacted the dealer and informed them of the issue and our concern that it would damage the clear coat or paint dealer stated they could not do anything we started to notice brake noise  may 16 2013 at 6400 miles we took the car to the dealer for service and again complained of grinding noise when braking dealer inspected brakes and said everything was fine  august 9 2013 7589 miles took car in to dealer for service again complained about brake noise dealer inspected brakes and said everything was fine  june 16 2014 16176 miles took car in to dealer for service again complained about brakes dealer inspected brakes and said everything was fine   may 10 2016 37247 miles heard severe grinding noise coming from brakes took to dealer to inspect i asked a mechanic to ride with me while i drove to make sure they heard the noise and mechanic did hear it dealer kept car for 7 days inspected brakes and said could not replicate noise  august 31 2016 40400 miles heard severe grinding noise on brakes again took to dealer again had dealer rep listen to noise dealer inspected the brakes and stated there was severe wear on the inside brake pads that had damaged the rotors to the point they had to be replaced there was no warning that the brake pads were worn prematurely and the dealer failed to identify the issue with braking system until it was too late creating a safety hazard there was a problem with the braking system from the beginning and we documented it at the dealer where we had all service done,hyundai motor america,service brakes
1322254,2016-10-01,10-01-2016 air bag light came onwhile stationary and stayed on while driving,hyundai motor america,air bags
1322275,2016-10-01,9302016 - while driving home from work 20-25 miles heard a knocking in the engine while on the road and expressway  took my car to jiffy lube because it was time for an oil change and had them check the engine and noise  they advised that the engine is bad and will need to be repaired or replaced  the miles from my last oil change was approximately 3200 miles  took my car two blocks down the road to midas and another mechanic confirmed the engine needs to be replaced  i have taken care of the car with regular oil changes upkeep and car maintenance  on 1112016 my 2011 hyundai sonata engine was taken in for the recall campaign 132 at the hyundai repair location  in june i took my car in for service at firestone auto care because my engine light had came on and they performed an engine analysis and found my oxygen sensor was bad on 6042016 and they replaced that  i cannot drive the vehicle because the engine is on its last leg cannot accelerate because the car is not responding as it should and i fear i am risking my life as well as others on the road  the difference between driving from 929 to 930 is night and day i do not understand how an engine gives out with no warning,hyundai motor america,engine
1330516,2016-11-01,7 speed duel clutch transmission  is failing again after recall has been performed vehicle  has started to go into neutral when pulling out into traffic leaving you in the middle of the road without being able to move for a short time while driving the vehicle will now also lose power and shift into low gear on its own causing sudden deceleration vehicle will also chug forward when stopped at a red light this is after all of the recalls and reprogramming of the vehicle has been done we have now had three times that we have almost been hit where other cars have had to slam on their brakes to avoid a bad accident and three other time i almost got rear ended because my vehicle started  to go from after the traffic light would change and then stop moving these vehicles with this transmission is a death trap and somebody is going to get killed  these problems are not consistent but they are real and dangerous  we are afraid to drive our new vehicle it has been to the dealer 5 times for the transmission issues  tr,hyundai motor america,power train
1330523,2016-11-01,tl the contact owns a 2009 hyundai santa fe while driving various speeds the check engine warning indicator illuminated and the fuel gauge displayed an incorrect reading the dealer diagnosed that the fuel sender assembly and fuel pump needed to be replaced the vehicle was repaired the manufacturer was notified of the failure the failure mileage was 95000 updated 01052017ct,hyundai motor america,engine
1330554,2016-11-01,car started as usual and i was driving on a city street getting ready to get on the highway all of a sudden the car would only go about 20 mph and reach 1000 rpm it died shortly thereafter on the highway frontage road all of the lights for abs brakes check engine etc came on but the emergency flashers would not work so i had to keep pumping the brakes so nobody would run into the back end of my car it would not restart so i had to have it towed to the dealer dealer stated valve cover gasket had leaked oil onto the alternator and ruined it that in turn ruined the battery car was repaired for 1400 including the tow and a rental car after looking at hyundai recalls i noticed the one for the 2009 vera cruz nhtsa 14v415000 in which 61122 units were recalled for this same problem in researching the affected valve cover gasket i found the same one was used on my 33l engine that was listed as defective on the 38l vera cruz engine if that part was defective on that vehicle why was the scope of this recall not extended to cover all possible vehicles that could be affected i would like the cost of repairs refunded to me since hyundai obviously knew this part was defective but didnt issue a recall to cover all affected vehicles  tr,hyundai motor america,engine
1330555,2016-11-01,car started as usual and i was driving on a city street getting ready to get on the highway all of a sudden the car would only go about 20 mph and reach 1000 rpm it died shortly thereafter on the highway frontage road all of the lights for abs brakes check engine etc came on but the emergency flashers would not work so i had to keep pumping the brakes so nobody would run into the back end of my car it would not restart so i had to have it towed to the dealer dealer stated valve cover gasket had leaked oil onto the alternator and ruined it that in turn ruined the battery car was repaired for 1400 including the tow and a rental car after looking at hyundai recalls i noticed the one for the 2009 vera cruz nhtsa 14v415000 in which 61122 units were recalled for this same problem in researching the affected valve cover gasket i found the same one was used on my 33l engine that was listed as defective on the 38l vera cruz engine if that part was defective on that vehicle why was the scope of this recall not extended to cover all possible vehicles that could be affected i would like the cost of repairs refunded to me since hyundai obviously knew this part was defective but didnt issue a recall to cover all affected vehicles  tr,hyundai motor america,engine
1330576,2016-11-01,air bag light on dash board lit up and stays illuminated looking through other complaints this seems like a very common issue needs to be investigated,hyundai motor america,air bags
1330582,2016-11-01,tl the contact owns a 2016 hyundai sonata hybrid when driving the vehicle up or down an hill it failed to maintain the desired speed instead the vehicles speed would increase or decrease 5-6 mph from the desired speed the contact also stated that the vehicles resume feature failed to return the vehicle back to the desired speed when driving the feature set the vehicle at the automatic set speed of 40 mph the contact took the vehicle to the dealer where it was discovered that the speed control only worked on high incline type of road conditions in addition the resume feature failed the vehicles computer system was reset however the failure recurred the manufacturer was made aware of the failure and believed it may be part of the design feature the approximate failure mileage was 8000  tr,hyundai motor america,vehicle speed control
1330593,2016-11-01,tl he contact owns a 2007 hyundai sonata while the vehicle was stationary the air bag indicator illuminated without warning in addition the electronic stability sensor remained illuminated the vehicle was not diagnosed or repaired the manufacturer was not made aware of the issue the failure mileage was 100000 ,hyundai motor america,air bags
1330662,2016-11-01,2004 hyundai santa fe  consumer requests reimbursement for coil springs recall repairs  smd,hyundai motor america,suspension
1330697,2016-11-01,tl the contact owns a 2011 hyundai sonata the contact experienced issues starting the vehicle the vehicle was diagnosed as needing a new starter the warning lights did not illuminate the manufacturer was notified the vehicle was not under warranty according to hyundai the vehicle was at the dealer and the part was not ordered the failure mileage was unknown ,hyundai motor america,other component
1330713,2016-11-01,takata recall my foots sometimes brushes a fuse box that is mounted above the gasbrake pedals causing me to lose a split second in going from gas to brake i only have a size 105 shoe  did not have this problem with my 2011 sonata much more foot room down there on 2011 model  service dealer said nothing can be done,hyundai motor america,other component
1337520,2016-12-01,hyundai 5 speed shuts its engine off after 30 mins of driving on a freeway and hazardous to driver then steering locks up after engine stops but car still rolls with electronics still on  tr,hyundai motor america,engine
1337521,2016-12-01,hyundai 5 speed shuts its engine off after 30 mins of driving on a freeway and hazardous to driver then steering locks up after engine stops but car still rolls with electronics still on  tr,hyundai motor america,engine
1337725,2016-12-01,coming home from worko n the highwaythe transmission shifted a little funnydidnt really pay it any attentionbut soon after the check engine illuminated plugged im my diagnostic tool po711trans fluid sensormy issue this just not my car the dealership knows this sensor goes out and is bad and are making big bucks off the consumer because of this problemthe sensor is known to go out on the elantra model and sonataif this sensor is not addressed could lead to transslipping and vehicle not moving at all  tr,hyundai motor america,power train
1367748,2017-04-01,when accelerating out of a very low speed turn such as turning at an intersection or pulling out of a parking lot into a roadway the engine suffers a complete loss of power for 1-2 seconds  it does not happen all of the time but frequently enough to make one worry about pulling out into traffic,hyundai motor america,engine
1374698,2017-05-01,tl the contact owns a 2013 hyundai santa fe the contact stated that the vehicle was making abnormal noises there were strong fumes the vehicle was difficult to shift and it stalled several times without warning the vehicle was taken to the dealer more than twice but they could not replicate and diagnose the failures the contact later experienced the engine seizing and had the vehicle towed to the dealer the dealer determined that the engine assembly needed to be replaced the vehicle remained at the dealer the dealer made no mention of nhtsa campaign number 17v226000 engine the manufacturer had not yet been notified the failure mileage was not available parts distribution disconnect ,hyundai motor america,engine
1374767,2017-05-01,tl the contact owns a 2011 hyundai sonata while driving 65 mph the vehicle stalled without warning the contact was able to restart the vehicle the contact was concerned that the vehicle was unsafe to drive the vehicle was towed to the dealer to be diagnosed but the mechanic was unable to duplicate the failure the vehicle was not repaired the vehicle was included in nhtsa campaign number 15v568000 engine the manufacturer was notified of the failure the approximate failure mileage was 90000 ,hyundai motor america,engine
