,ODINO,MFR_NAME,MAKETXT,MODELTXT,YEARTXT,CRASH,FAILDATE,FIRE,INJURED,DEATHS,COMPDESC,CITY,STATE,VIN,DATEA,LDATE,MILES,OCCURENCES,CDESCR,CMPL_TYPE,POLICE_RPT_YN,PURCH_DT,ORIG_OWNER_YN,ANTI_BRAKES_YN,CRUISE_CONT_YN,NUM_CYLS,DRIVE_TRAIN,FUEL_SYS,FUEL_TYPE,TRANS_TYPE,VEH_SPEED,DOT,TIRE_SIZE,LOC_OF_TIRE,TIRE_FAIL_TYPE,ORIG_EQUIP_YN,MANUF_DT,SEAT_TYPE,RESTRAINT_TYPE,DEALER_NAME,DEALER_TEL,DEALER_CITY,DEALER_STATE,DEALER_ZIP,PROD_TYPE,REPAIRED_YN,MEDICAL_ATTN,VEHICLES_TOWED_YN
1762657,11428960,tesla inc,tesla,model s,2017-01-01,n,2021-06-14,n,0,0,visibility,woodinville,wa,5yjsa1e2xhf,2021-08-13 00:00:00,2021-08-13 00:00:00,,,the contact owns a 2017 tesla model s the contact received notification of nhtsa campaign number 21v035000 back over prevention visibility exterior lighting however the part to do the recall repair was not yet available the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the local dealer and the manufacturer were made aware of the issue the contact stated that the center console and display screen would go completely black parts distribution disconnect,evoq,n,,n,n,n,,,,,,,,,,,,,,,tesla,425 519,bellevue,wa,98007,v,,n,n
1762658,11428960,tesla inc,tesla,model s,2017-01-01,n,2021-06-14,n,0,0,exterior lighting,woodinville,wa,5yjsa1e2xhf,2021-08-13 00:00:00,2021-08-13 00:00:00,,,the contact owns a 2017 tesla model s the contact received notification of nhtsa campaign number 21v035000 back over prevention visibility exterior lighting however the part to do the recall repair was not yet available the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the local dealer and the manufacturer were made aware of the issue the contact stated that the center console and display screen would go completely black parts distribution disconnect,evoq,n,,n,n,n,,,,,,,,,,,,,,,tesla,425 519,bellevue,wa,98007,v,,n,n
1762733,11429014,tesla inc,tesla,model 3,2021-01-01,n,2021-08-12,n,0,0,power train,chandler,az,5yj3e1ea4mf,2021-08-13 00:00:00,2021-08-13 00:00:00,,,when i was driving on highway the suddenly i lost power and if i press gas pedal it would not go i applied brake to slow down and pull over but as soon as i applied the brake it corrected on its own and continued to go since i did had similar issue like this previously i called tesla and asked them to tow it to the shop this is the 3nd time that im having an issues with drivetrain that my car was towed to shop ,ivoq,n,,n,n,n,,,,,,78.0,,,,,,,,,,,,,,v,,n,n
1762734,11429014,tesla inc,tesla,model 3,2021-01-01,n,2021-08-12,n,0,0,engine,chandler,az,5yj3e1ea4mf,2021-08-13 00:00:00,2021-08-13 00:00:00,,,when i was driving on highway the suddenly i lost power and if i press gas pedal it would not go i applied brake to slow down and pull over but as soon as i applied the brake it corrected on its own and continued to go since i did had similar issue like this previously i called tesla and asked them to tow it to the shop this is the 3nd time that im having an issues with drivetrain that my car was towed to shop ,ivoq,n,,n,n,n,,,,,,78.0,,,,,,,,,,,,,,v,,n,n
1762964,11429185,tesla inc,tesla,model s,2013-01-01,n,2021-07-30,n,0,0,unknown or other,clovis,ca,5yjsa1cn3df,2021-08-15 00:00:00,2021-08-15 00:00:00,,,navigation and speedometer display went blank while driving  on 7302021 at palo alto ca  i pulled off the road reset computer three times or so eventually speedometer display came back navigation was slow i had to use google map for a while   service center tested saying a chip update will be needed and an upgrade for 2190 set up service appointment for 8102021at tesla  service center in fresno ca i reside in clovis  ca zip 93619 two days in service center  since 8108132021 i was told mcu board is in need of replacement for a cost of 15000 extra  tesla will not fix the condition on older model 2013 s85 oem refusing to correct problem on older models driver confusion and the car mechanism misbehaving felt confusion while driving on three lane busy streets thank you bava,ivoq,n,,n,n,n,,,,,,30.0,,,,,,,,,,,,,,v,,n,n
1762980,11429196,tesla inc,tesla,model s,2015-01-01,n,2021-07-11,n,0,0,suspension,florissant,mo,5yjsa1h24ff,2021-08-16 00:00:00,2021-08-16 00:00:00,,,i own a 2015 model s  85d  mileage 42967 purchased september 2015   on july 11 2021 i visited family in il and returned to my residence  i was heading to the grocery store and backing the car out of the driveway by the garage door going 510 mph  as i turned to the left to back out i immediately heard a squeaky grinding noise by the front left driverside of the tire area  i moved forward and backwards to straighten the car and heard the grinding noise again  i also felt the left front driver tire rubbing into the wheel well liner around the tire and a little wobbly  i very felt uncomfortable and decided not to drive the vehicle and parked it in the garage until it was towed  i was without my vehicle and drove an alternate vehicle with gas   i called tesla on 71221 to inquire and was inform i may need a wheel alignment and scheduled appointment for 822021 there was the risk and danger of having a severe accident as i did not feel safe hearing the grinding noise         on sunday 812021 as i pulled the tesla out of the garage to be towed this friend noticed the left tire moving from side to side  i updated my tesla appointment and informed them of this issue i received a call on 832021 from the tesla repair technician  stating the problem was a broken suspension joint with the front driver front fore link  my thought was  what if this had occurred and broke while on the highway driving 6570 mph  i immediately went online to google and found the article that tesla posted a 2017 service bulletin about the fore link suspension  i informed the tesla repair center about the article and asked if tesla would cover the repair expense since my vehicle problem has the exact issued addressed by elon musk i had to pay 97836 repair bill    there was no inspection except the tesla repair center  there was no warning indication alert or message for this critical failed nor correspondence from tesla regarding the critical suspension problem ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1763043,11429248,tesla inc,tesla,model s,2016-01-01,n,2020-12-07,n,0,0,electrical system,san jose,ca,5yjsa1e23gf,2021-08-16 00:00:00,2021-08-16 00:00:00,30000.0,,the contact owns a 2016 tesla model s the contact stated while driving 65 mph the instrument panel inadvertently turned blank and the defroster became inoperable there were no warning lights illuminated the contact stated he was able to continue to drive the vehicle the vehicle was taken to the dealer who informed the contact that they could not repair the vehicle however the vehicle memory was reset the contact stated that the failure reoccurred while driving the vehicle was taken back to the same dealer who informed the contact that they could not assist and advised him to depress an unknown button on the instrument panel to record the time of occurrence whenever the failure reoccurred the contact stated that the failure reoccurred shortly after receiving the recall notice for nhtsa campaign number 21v035000 back over prevention visibility exterior lighting the contact stated he had not been contacted by the dealer for the recall repair as advised in the recall notification he received the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was not notified of the failure the approximate failure mileage was 30000 parts distribution disconnect,ivoq,n,,n,n,n,,,,,,65.0,,,,,,,,,tesla service center,,santa clara,ca,95051,v,,n,n
1763044,11429248,tesla inc,tesla,model s,2016-01-01,n,2020-12-07,n,0,0,visibilitywiper,san jose,ca,5yjsa1e23gf,2021-08-16 00:00:00,2021-08-16 00:00:00,30000.0,,the contact owns a 2016 tesla model s the contact stated while driving 65 mph the instrument panel inadvertently turned blank and the defroster became inoperable there were no warning lights illuminated the contact stated he was able to continue to drive the vehicle the vehicle was taken to the dealer who informed the contact that they could not repair the vehicle however the vehicle memory was reset the contact stated that the failure reoccurred while driving the vehicle was taken back to the same dealer who informed the contact that they could not assist and advised him to depress an unknown button on the instrument panel to record the time of occurrence whenever the failure reoccurred the contact stated that the failure reoccurred shortly after receiving the recall notice for nhtsa campaign number 21v035000 back over prevention visibility exterior lighting the contact stated he had not been contacted by the dealer for the recall repair as advised in the recall notification he received the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was not notified of the failure the approximate failure mileage was 30000 parts distribution disconnect,ivoq,n,,n,n,n,,,,,,65.0,,,,,,,,,tesla service center,,santa clara,ca,95051,v,,n,n
1763045,11429248,tesla inc,tesla,model s,2016-01-01,n,2020-12-07,n,0,0,back over prevention,san jose,ca,5yjsa1e23gf,2021-08-16 00:00:00,2021-08-16 00:00:00,30000.0,,the contact owns a 2016 tesla model s the contact stated while driving 65 mph the instrument panel inadvertently turned blank and the defroster became inoperable there were no warning lights illuminated the contact stated he was able to continue to drive the vehicle the vehicle was taken to the dealer who informed the contact that they could not repair the vehicle however the vehicle memory was reset the contact stated that the failure reoccurred while driving the vehicle was taken back to the same dealer who informed the contact that they could not assist and advised him to depress an unknown button on the instrument panel to record the time of occurrence whenever the failure reoccurred the contact stated that the failure reoccurred shortly after receiving the recall notice for nhtsa campaign number 21v035000 back over prevention visibility exterior lighting the contact stated he had not been contacted by the dealer for the recall repair as advised in the recall notification he received the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was not notified of the failure the approximate failure mileage was 30000 parts distribution disconnect,ivoq,n,,n,n,n,,,,,,65.0,,,,,,,,,tesla service center,,santa clara,ca,95051,v,,n,n
1763055,11429257,tesla inc,tesla,model s,2013-01-01,n,2021-07-14,n,0,0,power train,porter ranch,ca,5yjsa1cp5df,2021-08-16 00:00:00,2021-08-16 00:00:00,,,20122013 model s  had winding noise prior to warranty expiration  tesla van nuys service center stated all normal  after warranty expiration rear drive unit fails on freeway shutting vehicle down nearly causing catastrophic accident  tesla refused to replace until we paid over 7000 to fix  rear drive unit failed previously under warranty  this is typical problem with teslas  now 8 year warranty expires from original purchasers and nhtsa should start to see already seeing numerous complaints in this regard  obviously nhtsa tesla has a defective design with rear drive unit  transportation safety act protects consumer from manufacturer design defects  tesla relying on warranty expiration and consumer ignorance to now charge for this never ending fix  nhtsa must start investigation of tesla rear drive unit failures  no thousands of  reports until now because covered by warranty but teslas now over 8 years old and warrantys are expiring please investigate,ivoq,n,,n,n,n,,,,,,65.0,,,,,,,,,,,,,,v,,n,n
1763071,11429270,tesla inc,tesla,model y,2021-01-01,y,2021-05-25,n,0,0,unknown or other,tucson,az,5yjygdee3mf,2021-08-16 00:00:00,2021-08-16 00:00:00,,,i was using the smart summon function to reverse my car parked under a parking roof held on pillars when using the summon the tesla wheels rotated before it had reversed enough to be away from the pillar and scratched the side wall against it tesla refused to cover it under warranty even though there was no way i could have prevented it because it happened as soon as the car started reversing ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1763148,11429335,tesla inc,tesla,model s,2015-01-01,y,2021-07-27,n,1,0,electrical system,menifee,ca,5yjsa1e14ff,2021-08-16 00:00:00,2021-08-16 00:00:00,51720.0,,the contact owns a 2015 tesla model s the contact stated that while driving at 70 mph the vehicle went into autopilot and crashed into the median divider no medical attention was received on the scene but the contact later went to the hospital for injuries sustained a police report was filed the vehicle was towed to the contacts girlfriends residence the vehicle was not diagnosed nor repaired and will be towed to a body shop to examine if it is totaled the manufacturer was made aware of the failure and informed the contact that they would contact back after their investigation the failure mileage was 51720  ,evoq,y,,n,n,n,,,,,,70.0,,,,,,,,,,,,,,v,,n,y
1763159,11429342,tesla inc,tesla,model 3,2018-01-01,n,2021-08-16,n,0,0,lane departure blind spot detection,walnut creek,ca,5yj3e1ea9jf,2021-08-16 00:00:00,2021-08-16 00:00:00,,,i bought the standard autopilot  for 2 model 3si find it highly useful it keeps me in the middle of my lane warns me with loud signal and bright red car marking of cars in my blind spot if it is dangerous to change lanes allows me to see clearly all cars around me it will not allow me to drive without my hands putting active pressure on the steering wheel i feel that it makes driving much much safer driver still needs to pay attention with active pressure on steering wheeli drive 30000 miles per year i paid 3000 extra to buy the autopilot after not having it for the first 6 months it was well worth the costshould be a standard feature on all new cars   my wife who drives my other model 3 has had the same experience,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1763160,11429342,tesla inc,tesla,model 3,2018-01-01,n,2021-08-16,n,0,0,lane departure warning,walnut creek,ca,5yj3e1ea9jf,2021-08-16 00:00:00,2021-08-16 00:00:00,,,i bought the standard autopilot  for 2 model 3si find it highly useful it keeps me in the middle of my lane warns me with loud signal and bright red car marking of cars in my blind spot if it is dangerous to change lanes allows me to see clearly all cars around me it will not allow me to drive without my hands putting active pressure on the steering wheel i feel that it makes driving much much safer driver still needs to pay attention with active pressure on steering wheeli drive 30000 miles per year i paid 3000 extra to buy the autopilot after not having it for the first 6 months it was well worth the costshould be a standard feature on all new cars   my wife who drives my other model 3 has had the same experience,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1763161,11429342,tesla inc,tesla,model 3,2018-01-01,n,2021-08-16,n,0,0,forward collision avoidance warnings,walnut creek,ca,5yj3e1ea9jf,2021-08-16 00:00:00,2021-08-16 00:00:00,,,i bought the standard autopilot  for 2 model 3si find it highly useful it keeps me in the middle of my lane warns me with loud signal and bright red car marking of cars in my blind spot if it is dangerous to change lanes allows me to see clearly all cars around me it will not allow me to drive without my hands putting active pressure on the steering wheel i feel that it makes driving much much safer driver still needs to pay attention with active pressure on steering wheeli drive 30000 miles per year i paid 3000 extra to buy the autopilot after not having it for the first 6 months it was well worth the costshould be a standard feature on all new cars   my wife who drives my other model 3 has had the same experience,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1763197,11429366,tesla inc,tesla,model 3,2019-01-01,y,2020-09-20,n,0,0,unknown or other,southampton,ny,5yj3e1eb1kf,2021-08-16 00:00:00,2021-08-16 00:00:00,,,we were driving our model 3 on autopilot on the lie from southampton to new york we have the full self driving software from tesla we drove past a parked suv about halfway through the ride but the tesla did not notice it drove straight through the side of the suv ripping off the side mirror and skullcap from our car we checked and the suv driver was totally fine scared we called tesla immediately and told them that in our opinion our car had gone crazy and did not see the but my wife and i were other car stopped in the shoulder as we drove by at 60 mph we have the invoices from tesla service documenting this issue and their repair of it but we were then and remain now really scared when a car has its hazards on in the shoulder  ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1763198,11429366,tesla inc,tesla,model 3,2019-01-01,y,2020-09-20,n,0,0,forward collision avoidance adaptive cruise control,southampton,ny,5yj3e1eb1kf,2021-08-16 00:00:00,2021-08-16 00:00:00,,,we were driving our model 3 on autopilot on the lie from southampton to new york we have the full self driving software from tesla we drove past a parked suv about halfway through the ride but the tesla did not notice it drove straight through the side of the suv ripping off the side mirror and skullcap from our car we checked and the suv driver was totally fine scared we called tesla immediately and told them that in our opinion our car had gone crazy and did not see the but my wife and i were other car stopped in the shoulder as we drove by at 60 mph we have the invoices from tesla service documenting this issue and their repair of it but we were then and remain now really scared when a car has its hazards on in the shoulder  ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1763199,11429366,tesla inc,tesla,model 3,2019-01-01,y,2020-09-20,n,0,0,forward collision avoidance warnings,southampton,ny,5yj3e1eb1kf,2021-08-16 00:00:00,2021-08-16 00:00:00,,,we were driving our model 3 on autopilot on the lie from southampton to new york we have the full self driving software from tesla we drove past a parked suv about halfway through the ride but the tesla did not notice it drove straight through the side of the suv ripping off the side mirror and skullcap from our car we checked and the suv driver was totally fine scared we called tesla immediately and told them that in our opinion our car had gone crazy and did not see the but my wife and i were other car stopped in the shoulder as we drove by at 60 mph we have the invoices from tesla service documenting this issue and their repair of it but we were then and remain now really scared when a car has its hazards on in the shoulder  ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1763203,11429368,tesla inc,tesla,model s,2013-01-01,n,2019-05-29,n,0,0,power train,port barrington,il,5yjsa1dp6df,2021-08-16 00:00:00,2021-08-16 00:00:00,,,re nhtsa action number dp19005  investigation subject  battery management software updates   dear sirs my 2013 tesla model s p85 is a victim of this battery management software update that has reduced my driving range and time to takes to recharge the battery  this is a safety concern because i cannot drive as far the range as the manufacturer promised and i cannot recharge as fast as the manfuacuterer promised  i was forced to program this software update in my car it was claimed as a must have safety update and the affect was reduced range and usability of this car  for example if i had a medical emercengy while driving the car and needed to get to the hospital and the car had this range reduction software i might have a dead battery before i can get to the hospital  this is crazy  and when i try to recharge it take twice as long to recharge as the manufacturer claims this is crazy too  please help,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1763225,11429386,tesla inc,tesla,model 3,2020-01-01,n,2021-06-08,n,0,0,steering,palmetto,fl,5yj3e1ec1lf,2021-08-17 00:00:00,2021-08-17 00:00:00,,,i was driving down the interstate and had my tesla on self driving   for no reason at all it did a aggressive left turn causing me to go off the road into the median  it tore up pieces of my car and tesla wouldnt do anything about it and have no idea why it went off the road   i have a video of the incident,ivoq,n,,n,n,n,,,,,,75.0,,,,,,,,,,,,,,v,,n,n
1763226,11429386,tesla inc,tesla,model 3,2020-01-01,n,2021-06-08,n,0,0,unknown or other,palmetto,fl,5yj3e1ec1lf,2021-08-17 00:00:00,2021-08-17 00:00:00,,,i was driving down the interstate and had my tesla on self driving   for no reason at all it did a aggressive left turn causing me to go off the road into the median  it tore up pieces of my car and tesla wouldnt do anything about it and have no idea why it went off the road   i have a video of the incident,ivoq,n,,n,n,n,,,,,,75.0,,,,,,,,,,,,,,v,,n,n
1763236,11429394,tesla inc,tesla,model 3,2018-01-01,n,2021-04-13,n,0,0,vehicle speed control,seattle,wa,5yj3e1eb9jf,2021-08-17 00:00:00,2021-08-17 00:00:00,,,when driving on 15 which is the major expressway connecting san diego all the way to the canadian border near bellingham on a number of occasions when i have had the driving assistance system on  the car has suddenly and rapidly  slowed down when there is a gentle incline this is not a a gradual slowdown but one that is rapid and one that requires me to push the accelerator so that i am not endangering the occupant of the car behind me the car has never come to a complete standstill this in spite of there being no cars in front further this occurs at multiple speeds this has occurred on a national expressway and as you can imagine there are no steep inclines on 15  i read yesterday that there is an investigation on teslas autopilot system and as much as i am appreciative of technology glitches such as this can be life threatening and my hope is you investigate this feature of teslas autopilot system as well  please note that the date i wrote below is a random date as this has occurred multiple times and further the car did not give me any warning of a malfunctioning component ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1763267,11429423,tesla inc,tesla,model 3,2020-01-01,y,2021-02-27,n,1,0,steering,woodbridge,va,5yj3e1ea0lf,2021-08-17 00:00:00,2021-08-17 00:00:00,29000.0,,the contact owns a 2020 tesla  model 3 the contact stated while driving in the rain with the autopilot engaged the vehicle accelerated without warning and was incontrollable flipped two times and hit the curb the contact sustained neck injuries and medical attention was provided at the hospital   all the air bags deployed there was no reported fire a police report was filed  the vehicle was towed to an independent body shop the local dealer was contacted who referred the contact to the body shop the vehicle was not diagnosed or repaired the manufacturer was not notified of the failure the failure mileage was approximately 29000  ,evoq,y,,n,n,n,,,,,,0.0,,,,,,,,,tesla  mclean tyson corner,7037491203,mcclean,va,,v,,y,y
1763268,11429423,tesla inc,tesla,model 3,2020-01-01,y,2021-02-27,n,1,0,vehicle speed controlaccelerator pedal,woodbridge,va,5yj3e1ea0lf,2021-08-17 00:00:00,2021-08-17 00:00:00,29000.0,,the contact owns a 2020 tesla  model 3 the contact stated while driving in the rain with the autopilot engaged the vehicle accelerated without warning and was incontrollable flipped two times and hit the curb the contact sustained neck injuries and medical attention was provided at the hospital   all the air bags deployed there was no reported fire a police report was filed  the vehicle was towed to an independent body shop the local dealer was contacted who referred the contact to the body shop the vehicle was not diagnosed or repaired the manufacturer was not notified of the failure the failure mileage was approximately 29000  ,evoq,y,,n,n,n,,,,,,0.0,,,,,,,,,tesla  mclean tyson corner,7037491203,mcclean,va,,v,,y,y
1763483,11429586,tesla inc,tesla,model x,2016-01-01,n,2021-07-30,n,0,0,suspension,denver,co,5yjxcbe20gf,2021-08-18 00:00:00,2021-08-18 00:00:00,,,i was leaving my gym parking lot backing out of my parking space i tried to turn my car and i heard a scraping noise and the car was difficult to turn i was able to make it the half a block to tesla in the past i had this scraping noiseissue before and the car was serviced in jan 2019 when a tech rode with me to hear the scraping noise i was complaining about and again in march 2021 at that time tesla stated the issue was tire related and the tires were checked with no issues observed  on july 30 2021 my car was entered into service at tesla service center 6701 amador plaza rd dublin ca 94568 at 830am i let tesla know i was moving out of state august 8th 2021 from 730 816 tesla would set a pickup date and then call me to push back the date  this happened several times i had to rent a minivan outof pocket in order to complete my drive from california to colorado now on 81821 my car is still in california and i had to pay a shipping service to have my car shipped to me out of my pocket the issue with my 2016 model x was broken left and right forelinks as stated on the service invoice tesla has stated that these parts were replaced in researching this i found that this was a problem with other vehicles of my particular yearmodel there was no warning when this happened i could easily have been driving with my family on a crowded freeway during our move but i was thankfully in a parking lot i have paid the service invoice 87810 out of pocket since my car is out of warranty i feel tesla knew about this problem they failed to diagnosefix this issue the 2 previous times i took it in my car was under warranty the 1st time my car is available for inspection to the nhtsa and i am planning on having it inspected on its arrival to colorado next week ,ivoq,n,,n,n,n,,,,,,3.0,,,,,,,,,,,,,,v,,n,n
1763585,11429671,tesla inc,tesla,model s,2017-01-01,n,2021-08-11,n,0,0,steering,media,pa,5yjsa1e20hf,2021-08-18 00:00:00,2021-08-18 00:00:00,,,i was pulling out of my garage when i had trouble turning the wheel and there was this cracking sound from the front of the car i looked at the left front tire and there was a liner inside the wheel well that crumpled against the tire and the steering was not responding the way it should i pulled the car back into the garage as the car could not be safely driven my wife and i were about to take a 3 hour road trip thankfully this happened when we just started on the road and not when we were driving 60 mph on the highway i made an appointment with tesla the service technician came to the house a week later the car remained in the garage and told me i had to have the car towed to the tesla service center which i did today he told me that the front control arm had snapped off tesla service center currently has the car i do have a piece that broke off from the car that i recovered inside my garage there were no warning messages or other symptoms that i am aware off to the best of my recollection,ivoq,n,,n,n,n,,,,,,2.0,,,,,,,,,,,,,,v,,n,n
1763709,11429760,tesla inc,tesla,model y,2021-01-01,y,2021-07-23,n,1,0,electrical system,grand prairie,tx,5yjygdee3mf,2021-08-19 00:00:00,2021-08-19 00:00:00,300.0,,the contact owned a 2021 tesla model y the contact stated that while driving approximately  70 mph but doesnt recall the vehicle began shifting from left to right for 5  10 seconds when another vehicle approached the passenger side of the contacts vehicle the contact attempted to disable the autopilot by depressing on the brake pedal and maneuvering the steering wheel however the vehicle would not allow the contact to control it and it spun around and hit the median wall on the highway medical attention was received on the scene for the contacts sister who was a passenger a police report was filed the vehicle was towed to a tesla repair center where theres an ongoing investigation the manufacturer was made aware of the failure and informed the contact that they would respond within 68 weeks after the investigation the failure mileage was approximately 300 ,evoq,y,,n,n,n,,awd,,he,,70.0,,,,,,,,,,,,,,v,,y,y
1763746,11429782,tesla inc,tesla,model 3,2021-01-01,n,2021-08-10,n,0,0,unknown or other,arlington,va,5yj3e1eb9mf,2021-08-19 00:00:00,2021-08-19 00:00:00,,,when accessing the onscreen owners manual the tesla screen freezes completely and no controls or signals are available after the screen freezes the air conditioning starts to blow at a full blast for about 30 seconds  the tesla screen then goes blank for about two minutes at which time the driver has no access to signals speedometer alerts or any other car information detail it is not clear if lights or doors are impacted the car is able to accelerate and brake during this period but the driver is essentially driving blind  after approximately two minutes the screen flashes a tesla logo and reboots  once the screen reboots the screen  and car operation  appear to operate normally  this has occurred four times over a period of several weeks    this is a safety hazard in one instance the screen went blank while driving on a highway onramp it was frightening to have all car controls disappear i appeared to have control of the steering wheel accelerator and brake but since there was no instruction or warning there was no way of knowing if or when the car would simply stop on the highway  since the speedometer turn signal indicators and traffic alert features disappeared the car became hazardous to drive  in at least two of the incidents there was no place to pull the car over while the car hopefully reset  tesla automated software updates have not yet corrected this problem  the tesla bug report was used to report the problem after the systems resumed function but there has been no communication from tesla on the matter  according to tesla forums other tesla owners have experienced the same problem    ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1763809,11429825,tesla inc,tesla,model 3,2021-01-01,n,2021-08-19,n,0,0,vehicle speed control,canby,or,5yj3e1eaxmf,2021-08-20 00:00:00,2021-08-20 00:00:00,,,when driving with the adaptive cruise control on the car will for no reason briefly slam on the brakes for no reason  i have almost been rear ended twice because of this    check mark box above in this web page would not allow me to check the adaptive cruise control item  ,ivoq,n,,n,n,n,,,,,,60.0,,,,,,,,,,,,,,v,,n,n
1763810,11429825,tesla inc,tesla,model 3,2021-01-01,n,2021-08-19,n,0,0,service brakes,canby,or,5yj3e1eaxmf,2021-08-20 00:00:00,2021-08-20 00:00:00,,,when driving with the adaptive cruise control on the car will for no reason briefly slam on the brakes for no reason  i have almost been rear ended twice because of this    check mark box above in this web page would not allow me to check the adaptive cruise control item  ,ivoq,n,,n,n,n,,,,,,60.0,,,,,,,,,,,,,,v,,n,n
1763811,11429825,tesla inc,tesla,model 3,2021-01-01,n,2021-08-19,n,0,0,power train,canby,or,5yj3e1eaxmf,2021-08-20 00:00:00,2021-08-20 00:00:00,,,when driving with the adaptive cruise control on the car will for no reason briefly slam on the brakes for no reason  i have almost been rear ended twice because of this    check mark box above in this web page would not allow me to check the adaptive cruise control item  ,ivoq,n,,n,n,n,,,,,,60.0,,,,,,,,,,,,,,v,,n,n
1764277,11430170,tesla inc,tesla,model y,2021-01-01,n,2021-08-22,n,0,0,electrical system,hopewell junction,ny,5yjygdee9mf,2021-08-23 00:00:00,2021-08-23 00:00:00,,,while leaving a parking lot the vehicle lurched and felt like anti lock brakes kicked in and the car stopped working  the monitor had multiple alerts including saying to get out and back in the vehicle and it may allow me to resume driving it did not  the vehicle stopped and just would not allow me to drive pull over or move the car in any way  the park neutral drive options were gone if i were on a highway i most likely would have caused multiple accidents  extremely scary and not normal seems like other tesla forums call this issue out for numerous other people something needs to be done ,ivoq,n,,n,n,n,,,,,,5.0,,,,,,,,,,,,,,v,,n,n
1764314,11430202,tesla inc,tesla,model 3,2018-01-01,n,2021-07-29,n,0,0,electrical system,san jose,ca,5yj3e1ea4jf,2021-08-23 00:00:00,2021-08-23 00:00:00,,,within the first day my 2018 tesla model 3 lost all instruments safety indicators and touchscreen controls while driving on the freeway the car did this multiple times without warning each incident lasted several minutes it was alarming and there was no way to tell what systems in the car were working such as automatic emergency braking or cruise control and no way to change  settings or even know if the turn signals were working as i tried to exit the highway  the model 3 has only one screen where everything including basic instruments is displayed and most controls are accessed when the screen freezes we lose access to basics like speedometer collision safety or system failure warnings or even speedometer readings as well as control of headlights wipers climate control lock  unlock navigation and many other essential functions during these failures we do not know what if any safety systems are still operating  typically when this problem occurs the screen freezes while driving without warning or any indication of trouble the screen remains unresponsive for a lengthy period typically minutes until the screen goes completely black for a time and then eventually a tesla logo appears followed by instruments and controls gradually being restored  the car was delivered from the factory to my home in this state with other obvious defectstesla did not permit us to testdrive it the next night a tesla technician saw the failure happening in real time through teslas remote diagnostics he said the car was probably not safe to drive i asked to return the car under teslas satisfaction policy and he agreed to start the refund process tesla refused to take the car back and the car has continued to exhibit these failures this has been happening since the car was delivered in october of 2018,ivoq,n,,n,n,n,,,,,,39.0,,,,,,,,,,,,,,v,,n,n
1764315,11430202,tesla inc,tesla,model 3,2018-01-01,n,2021-07-29,n,0,0,vehicle speed control,san jose,ca,5yj3e1ea4jf,2021-08-23 00:00:00,2021-08-23 00:00:00,,,within the first day my 2018 tesla model 3 lost all instruments safety indicators and touchscreen controls while driving on the freeway the car did this multiple times without warning each incident lasted several minutes it was alarming and there was no way to tell what systems in the car were working such as automatic emergency braking or cruise control and no way to change  settings or even know if the turn signals were working as i tried to exit the highway  the model 3 has only one screen where everything including basic instruments is displayed and most controls are accessed when the screen freezes we lose access to basics like speedometer collision safety or system failure warnings or even speedometer readings as well as control of headlights wipers climate control lock  unlock navigation and many other essential functions during these failures we do not know what if any safety systems are still operating  typically when this problem occurs the screen freezes while driving without warning or any indication of trouble the screen remains unresponsive for a lengthy period typically minutes until the screen goes completely black for a time and then eventually a tesla logo appears followed by instruments and controls gradually being restored  the car was delivered from the factory to my home in this state with other obvious defectstesla did not permit us to testdrive it the next night a tesla technician saw the failure happening in real time through teslas remote diagnostics he said the car was probably not safe to drive i asked to return the car under teslas satisfaction policy and he agreed to start the refund process tesla refused to take the car back and the car has continued to exhibit these failures this has been happening since the car was delivered in october of 2018,ivoq,n,,n,n,n,,,,,,39.0,,,,,,,,,,,,,,v,,n,n
