,ODINO,MFR_NAME,MAKETXT,MODELTXT,YEARTXT,CRASH,FAILDATE,FIRE,INJURED,DEATHS,COMPDESC,CITY,STATE,VIN,DATEA,LDATE,MILES,OCCURENCES,CDESCR,CMPL_TYPE,POLICE_RPT_YN,PURCH_DT,ORIG_OWNER_YN,ANTI_BRAKES_YN,CRUISE_CONT_YN,NUM_CYLS,DRIVE_TRAIN,FUEL_SYS,FUEL_TYPE,TRANS_TYPE,VEH_SPEED,DOT,TIRE_SIZE,LOC_OF_TIRE,TIRE_FAIL_TYPE,ORIG_EQUIP_YN,MANUF_DT,SEAT_TYPE,RESTRAINT_TYPE,DEALER_NAME,DEALER_TEL,DEALER_CITY,DEALER_STATE,DEALER_ZIP,PROD_TYPE,REPAIRED_YN,MEDICAL_ATTN,VEHICLES_TOWED_YN
708889,10259230,toyota motor north america inc,toyota,corolla,2007-01-01,y,2009-02-05,n,1,0,air bagsfrontal,duarte ,ca,1nxbr32e83z,2009-02-18 00:00:00,2009-02-18 00:00:00,94000.0,,tlthe contact owns a 2007 toyota corolla  while driving approximately 50 mph in the rain the vehicle hydroplaned  the contact lost control and the vehicle spun around and rolled over three times before coming to a stop in the right lane  the frontal air bags failed to deploy  the contact sustained injuries to the neck and back  the insurance company stated that the vehicle was destroyed  a police report was filed  the current and failure mileages were 94000  ,evoq,y,,n,n,n,,,,,,50.0,,,,,,,,,,,,,,v,,n,n
708891,10259228,toyota motor north america inc,toyota,rav4,2008-01-01,n,2009-01-16,n,0,0,visibility,boxford,ma,jtmbk32v685,2009-02-18 00:00:00,2009-02-18 00:00:00,17500.0,,defroster system is weak  when there is icesnow buildup along edges of windshield or windows system needs to be turned to and kept on highest setting to avoid fogging on the inside  even at this setting it has trouble clearing fog from rear side windows  system is pretty loud at highest setting so its hard to listen to radio or carry on a conversation  tr,ivoq,n,,n,n,n,,,,,,45.0,,,,,,,,,,,,,,v,,n,n
708893,10259227,toyota motor north america inc,toyota,prius,2007-01-01,y,2009-02-05,n,0,0,electrical system,burien,wa,jtdkb20u477,2009-02-18 00:00:00,2009-02-18 00:00:00,26000.0,,at 445 pm on 252009  i drove my 2007 toyota prius west on sw andover st in seattle wa i slowed as i made a right turn to park perpendicular to the street with a 6 foot high chainlink fence in front of me on top of a retaining wall  the bottom of the wall is 6 feet below street level on a paved parking area    as the prius approached the fence i braked to stop but the car did not slow so i floored the brake the car hit a fence post pulling it out of its mount and then the car moved over the top of the wall pushing the pole and fence over its hood  roof the front of the prius dropped to the area below the wall while the rear remained on the top the fence mesh stretched but slowed the priuss forward movement and kept the rear from going over the wall the dashboard was still lit and i lowered the electrical windows and yelled for help the first arrival told me to turn off the car this is significant because the only way he could have known the car was running was if he heard the sound of the priuss gasoline engine that only kicks in at higher speeds     i opened  the door and jumped down to the pavement the police came and made a report i did not receive a citation the prius  was extracted by a tow company and hauled away fortunately i received no physical injury the chain link fence was truly a safety net    on 212 2009 my insurance company  usaa declared my prius totaled and made a settlement payment    i thought perhaps my brakes had failed  i had my prius receive a routine 25000 mile check at the toyota dealership  just eight days before the accident from articles on wwwconsumersafetycom i learned that similar accidents with the prius have happened to other people  after reading their experiences  i now believe that unintended acceleration was the more likely cause of my accident tr,ivoq,y,,n,n,n,,,,,,10.0,,,,,,,,,,,,,,v,,n,n
708894,10259227,toyota motor north america inc,toyota,prius,2007-01-01,y,2009-02-05,n,0,0,vehicle speed control,burien,wa,jtdkb20u477,2009-02-18 00:00:00,2009-02-18 00:00:00,26000.0,,at 445 pm on 252009  i drove my 2007 toyota prius west on sw andover st in seattle wa i slowed as i made a right turn to park perpendicular to the street with a 6 foot high chainlink fence in front of me on top of a retaining wall  the bottom of the wall is 6 feet below street level on a paved parking area    as the prius approached the fence i braked to stop but the car did not slow so i floored the brake the car hit a fence post pulling it out of its mount and then the car moved over the top of the wall pushing the pole and fence over its hood  roof the front of the prius dropped to the area below the wall while the rear remained on the top the fence mesh stretched but slowed the priuss forward movement and kept the rear from going over the wall the dashboard was still lit and i lowered the electrical windows and yelled for help the first arrival told me to turn off the car this is significant because the only way he could have known the car was running was if he heard the sound of the priuss gasoline engine that only kicks in at higher speeds     i opened  the door and jumped down to the pavement the police came and made a report i did not receive a citation the prius  was extracted by a tow company and hauled away fortunately i received no physical injury the chain link fence was truly a safety net    on 212 2009 my insurance company  usaa declared my prius totaled and made a settlement payment    i thought perhaps my brakes had failed  i had my prius receive a routine 25000 mile check at the toyota dealership  just eight days before the accident from articles on wwwconsumersafetycom i learned that similar accidents with the prius have happened to other people  after reading their experiences  i now believe that unintended acceleration was the more likely cause of my accident tr,ivoq,y,,n,n,n,,,,,,10.0,,,,,,,,,,,,,,v,,n,n
708903,10259233,toyota motor north america inc,toyota,tacoma,2008-01-01,n,2009-01-26,n,0,0,electrical system,springfield,vt,,2009-02-18 00:00:00,2009-02-18 00:00:00,14000.0,,2008 toyota tacoma sport trd 4x4 truck  i was driving on the highway at about 65mph and went to change lanes to pass and the accelerator seemed to have stuck and keep accelerating even know i wasnt pushing the gas  the brake felt like a weight not a normal brake pedal  the truck also has higher idle at time of and has done this several times but not all the time  the garage claims they cant find an issue and they tell you not to worry about it  the consequences to this failure or action is vary dangerous as the vehicle seems uncontrollable and you couldnt slow it even when down shifting it would wind out it lasts about 1 mile or so sometimes longer and then seems to go back to normal  my main concern is that i have already filed for the toyota dispute settlement program but have not heard anything to date i filed because my brand new tacoma has manymany other issues and nobody will help or fix it being certified toyota dealershipgarage or the california toyota corp  they dont care 1 bit and claim its under warranty but the garage needs to tell them whats wrong with it to fix it a massive huge run around i have also researched this myself and it seems to be a growing problem and have a reported 400 cases of similar instances  toyota does not stand behind their trucks anymore something needs to be done before people get seriously injured and or die from this issue i dont feel safe driving this truck for several reasons and that being the most important 1  also you can find many many more others that have this issue on consumeraffairscom under toyota recalls or problems have a look the trucks have major issues and nobody seems to care about it  i was a loyal toyota owner until all this i had a 2003 tacoma with vary similar issues and should of never went back for more  tr,ivoq,n,,n,n,n,,,,,,68.0,,,,,,,,,,,,,,v,,n,n
708904,10259233,toyota motor north america inc,toyota,tacoma,2008-01-01,n,2009-01-26,n,0,0,fuel system gasoline,springfield,vt,,2009-02-18 00:00:00,2009-02-18 00:00:00,14000.0,,2008 toyota tacoma sport trd 4x4 truck  i was driving on the highway at about 65mph and went to change lanes to pass and the accelerator seemed to have stuck and keep accelerating even know i wasnt pushing the gas  the brake felt like a weight not a normal brake pedal  the truck also has higher idle at time of and has done this several times but not all the time  the garage claims they cant find an issue and they tell you not to worry about it  the consequences to this failure or action is vary dangerous as the vehicle seems uncontrollable and you couldnt slow it even when down shifting it would wind out it lasts about 1 mile or so sometimes longer and then seems to go back to normal  my main concern is that i have already filed for the toyota dispute settlement program but have not heard anything to date i filed because my brand new tacoma has manymany other issues and nobody will help or fix it being certified toyota dealershipgarage or the california toyota corp  they dont care 1 bit and claim its under warranty but the garage needs to tell them whats wrong with it to fix it a massive huge run around i have also researched this myself and it seems to be a growing problem and have a reported 400 cases of similar instances  toyota does not stand behind their trucks anymore something needs to be done before people get seriously injured and or die from this issue i dont feel safe driving this truck for several reasons and that being the most important 1  also you can find many many more others that have this issue on consumeraffairscom under toyota recalls or problems have a look the trucks have major issues and nobody seems to care about it  i was a loyal toyota owner until all this i had a 2003 tacoma with vary similar issues and should of never went back for more  tr,ivoq,n,,n,n,n,,,,,,68.0,,,,,,,,,,,,,,v,,n,n
708915,10259245,toyota motor north america inc,toyota,prius,2002-01-01,n,2008-08-01,n,0,0,service brakes hydraulic,rio rancho,nm,jt2bk18u920,2009-02-18 00:00:00,2009-02-18 00:00:00,100000.0,,tlthe contact owns a 2002 toyota prius  the contact stated that the brake indicator on the instrument panel remains illuminated regardless if the brakes are engaged or not  the vehicle has been to the dealer three times and they discovered a leak in the brakes  brake fluid was added to remedy the failure but the indicator illuminated again a few days later  the vehicle was taken back to the dealer and they informed him not to worry about the failure  there was no attempt to repair the failure  weeks later the contact took the vehicle back to the dealer and they discovered that the brake activator failed  the vehicle was out of warranty therefore the contact would be responsible for the repairs  he refused to pay for the repairs and the manufacturer will not assume responsibility  in addition the check engine lamp in the vehicle has also illuminated  the dealer stated that they would have to replace the fuel tank but was unsure if that would permanently remedy the issue  both of the defects have not yet been repaired  the failure mileage was 100000 and current mileage was 120000   updated 31109 cn  updated 031609 jb,evoq,n,2001-10-01,y,y,y,,,,he,,0.0,,,,,,,,,american toyota,,albuquerque,nm,,v,,n,n
708916,10259245,toyota motor north america inc,toyota,prius,2002-01-01,n,2008-08-01,n,0,0,engine and engine cooling,rio rancho,nm,jt2bk18u920,2009-02-18 00:00:00,2009-02-18 00:00:00,100000.0,,tlthe contact owns a 2002 toyota prius  the contact stated that the brake indicator on the instrument panel remains illuminated regardless if the brakes are engaged or not  the vehicle has been to the dealer three times and they discovered a leak in the brakes  brake fluid was added to remedy the failure but the indicator illuminated again a few days later  the vehicle was taken back to the dealer and they informed him not to worry about the failure  there was no attempt to repair the failure  weeks later the contact took the vehicle back to the dealer and they discovered that the brake activator failed  the vehicle was out of warranty therefore the contact would be responsible for the repairs  he refused to pay for the repairs and the manufacturer will not assume responsibility  in addition the check engine lamp in the vehicle has also illuminated  the dealer stated that they would have to replace the fuel tank but was unsure if that would permanently remedy the issue  both of the defects have not yet been repaired  the failure mileage was 100000 and current mileage was 120000   updated 31109 cn  updated 031609 jb,evoq,n,2001-10-01,y,y,y,,,,he,,0.0,,,,,,,,,american toyota,,albuquerque,nm,,v,,n,n
708932,10259253,toyota motor north america inc,lexus,rx350,2008-01-01,n,2008-01-02,n,0,0,exterior lighting,ilion,ny,,2009-02-18 00:00:00,2009-02-18 00:00:00,,,rear back up lights dont seem bright cant see very well when backing up at night  could be a potential incident in the future tr,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
708941,10259260,toyota motor north america inc,toyota,corolla,2004-01-01,n,2008-03-15,n,0,0,visibility,ravenna,oh,1nxbr32e74z,2009-02-18 00:00:00,2009-02-18 00:00:00,62577.0,,i have a 2004 toyota corolla and my front window broke before the recall i contacted toyota directly and the told me there was nothing they could or would to about it because my car was out of warranty i had the glass replaced by a auto glass co but it was not operating right went to toy dealership they said regulator was bent by not using toyglass i explained that regulator felt like it was coming through the door when window broke got recall notice and bolts were put in but window on driver side still does not line up right it is starting to ware away my weather stripping and alot of wind noise comes through toyota still does not want to fix this problem tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
708943,10259264,toyota motor north america inc,toyota,sequoia,2002-01-01,n,2008-10-22,n,0,0,power trainautomatic transmission,jacksonville,fl,,2009-02-18 00:00:00,2009-02-18 00:00:00,134000.0,,vsc skid control lights come on and now the skid control does not work  the truck has twice in the last 6 months failed to go into forward and reverse without turning the it off and letting it s  it for 5 minutes  this could be a serious safety issue if it occurs as i was trying to merge into a high speed intersection tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
708966,10259283,toyota motor north america inc,toyota,tundra,2001-01-01,n,2009-02-17,n,0,0,structureframe and members,east machias,me,5tbbn441x1s,2009-02-18 00:00:00,2009-02-18 00:00:00,130000.0,,2001 tundra my brakes let go due to rusty line  when replacing the line the mechanic pointed out excessive rust to cross members of frame  when the body was lifted off to replace these cross members a crack was found in the frame  the truck is no longer safe to drive and has a value of 0 compared to the 9000 value before the discovery  toyota will not back their product tr  update spare tire fell but did not separate from the truck,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
708970,10259289,toyota motor north america inc,toyota,rav4,2002-01-01,n,2009-02-15,n,0,0,power trainautomatic transmission,san francisco,ca,jtegh20v920,2009-02-18 00:00:00,2009-02-18 00:00:00,78000.0,,in 2007 a recall 601 was issued by toyota for engine control modules in rav4s i took my 2002 in  they recalibrated the module i was told at the time it somehow affected the gear shift 18 mos later feb 2009 my transmission suddenly started slipping  jumping in  out of gear ive owned toyotas for 30 years  this was most unusual i took the car to sf toyota they had a very hard time pinpointing the problem because it was sporadic first they said solenoid then they finally said replace the whole transmission for 4800 and that it was not connected to the engine control module if it were it would be covered by warranty otherwise not i dont feel a transmission should suddenly go out after 78000 with no warning especially on a toyota i almost had a very bad accident when my car slipped out of gear on the highway  wouldnt reengage i think its defective because there are numerous complaints on line for this year  model with the exact same problem and i think toyota is ignoring the problem tr,ivoq,n,,n,n,n,,,,,,40.0,,,,,,,,,,,,,,v,,n,n
708974,10259286,toyota motor north america inc,toyota,camry,2003-01-01,n,2008-10-10,n,0,0,engine and engine cooling,winter park,fl,jtdbe32k830,2009-02-18 00:00:00,2009-02-18 00:00:00,114000.0,,the intake manifold was making alot of noise  apparently toyota was aware of the problem because they replace it for free on low mileage vehicles within the  3 yr 36k mile factory warranty or on higher mileage cars up to 70k miles  my vehicle has 114k miles so it was not covered  i will be issuing a complaint with toyota as well tr,ivoq,n,,n,n,n,,,,,,5.0,,,,,,,,,,,,,,v,,n,n
709002,10259308,toyota motor north america inc,toyota,corolla,2009-01-01,n,2009-01-19,n,0,0,steering,wells,me,2t1bu40e49c,2009-02-19 00:00:00,2009-02-19 00:00:00,4000.0,,i ordered a newlydesigned 2009 toyota corolla xle from a local dealership   it arrived in august 2009  the dealership had no xle models on the lot so a test drive was not possible  after the car arrived i noticed that the car was pulling independently on the road to the left without just cause  i thought maybe i should have the dealership check the tiressteering or alignment on my next visit  as the weather became more rainy in the fall i noticed that the car kept feeling as though it was not holding the road safely particularly at turnpike speed  i live relatively close to the elementary school where i teach so i do not have to usually drive the turnpike but when i didthe car s steering or tires  felt out of control  then i noticed that the tire sensor came on and i saw that i had a flat tire when i was at school  the dealership came and towed the car in to the shop  they patched it  i thought maybe that would correct the problem but the sensor kept coming on and going off  i went back to the dealership explaining the car was pulling to the left and i thought maybe the steering or tires were not working  they  worked on it again and i bought a new tire from the dealership and they balanced aligned etc and i paid for it  then it snowed and i noticed that the slightest amount of snow increased the unsafe feeling of not having steering control   i have tires that are bridgestoneturanza tires that are rated ms that came with the car plus the new tire they replaced is the same kind  please know that we have owned another toyota for 12 years and nothing like this happened  i am scared to drive this car  i feel unsafe tr     ,ivoq,n,,n,n,n,,,,,,50.0,,,,,,,,,,,,,,v,,n,n
709003,10259308,toyota motor north america inc,toyota,corolla,2009-01-01,n,2009-01-19,n,0,0,tirespressure monitoring and regulating systems,wells,me,2t1bu40e49c,2009-02-19 00:00:00,2009-02-19 00:00:00,4000.0,,i ordered a newlydesigned 2009 toyota corolla xle from a local dealership   it arrived in august 2009  the dealership had no xle models on the lot so a test drive was not possible  after the car arrived i noticed that the car was pulling independently on the road to the left without just cause  i thought maybe i should have the dealership check the tiressteering or alignment on my next visit  as the weather became more rainy in the fall i noticed that the car kept feeling as though it was not holding the road safely particularly at turnpike speed  i live relatively close to the elementary school where i teach so i do not have to usually drive the turnpike but when i didthe car s steering or tires  felt out of control  then i noticed that the tire sensor came on and i saw that i had a flat tire when i was at school  the dealership came and towed the car in to the shop  they patched it  i thought maybe that would correct the problem but the sensor kept coming on and going off  i went back to the dealership explaining the car was pulling to the left and i thought maybe the steering or tires were not working  they  worked on it again and i bought a new tire from the dealership and they balanced aligned etc and i paid for it  then it snowed and i noticed that the slightest amount of snow increased the unsafe feeling of not having steering control   i have tires that are bridgestoneturanza tires that are rated ms that came with the car plus the new tire they replaced is the same kind  please know that we have owned another toyota for 12 years and nothing like this happened  i am scared to drive this car  i feel unsafe tr     ,ivoq,n,,n,n,n,,,,,,50.0,,,,,,,,,,,,,,v,,n,n
709021,10259321,toyota motor north america inc,toyota,corolla,2005-01-01,n,2009-02-18,n,0,0,engine and engine cooling,st pete,fl,1nxbr32e85z,2009-02-19 00:00:00,2009-02-19 00:00:00,45000.0,,i purchased car new and drive belt began squealing at 22000 miles it was under warranty so took in to have fixed and they only replaced the belt now at 45000 doing it again toyota has bulletin to replace tensioner arm because they have had so many go bad tensioner arm is defective and causing belt to wear out prematurely please investigate i have heard other corolla owners having the same exact issue wtheir car its unfair that a part is defective and all car owners have to pay the 350 to have corrected there wasnt an incidentaccident but i thought you should know thank you tr,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
709032,10259335,toyota motor north america inc,toyota,rav4,2002-01-01,n,2008-03-07,n,0,0,power trainautomatic transmission,patchogue,ny,jtegh20v820,2009-02-19 00:00:00,2009-02-19 00:00:00,96000.0,,2002 rav4 failed transmission due to defective ecm which toyota put out a technical service bulletin on but didnt recall  i was not notified of the service bulletin so the problem was not prevented in time tr,ivoq,n,,n,n,n,,,,,,40.0,,,,,,,,,,,,,,v,,n,n
709053,10259348,toyota motor north america inc,lexus,gs300,2000-01-01,n,2009-02-19,n,0,0,suspensionfront,austell,ga,jt8bd68s6y0,2009-02-19 00:00:00,2009-02-19 00:00:00,165000.0,,tire became completely unattached and jammed against right front quarter panel causing body damage going only doing 30 mph at the time thank god i had just exited the interstate and no one hit me car in shop right now with estimated damage of 500 excluding body damage tr,ivoq,n,,n,n,n,,,,,,30.0,,,,,,,,,,,,,,v,,n,n
709060,10259350,toyota motor north america inc,toyota,tundra,2005-01-01,n,2009-02-14,n,0,0,visibilityglass siderear,kasilof,ak,5tbdt441x5s,2009-02-19 00:00:00,2009-02-19 00:00:00,48000.0,,tlthe contact owns a 2005 toyota tundra  while driving 45 mph the rear window shattered in the vehicle  the contact covered the window with a sleeping bag and drove to her residence  through online research she noticed numerous complaints for the same failure she experienced  the manufacturer stated that there were no recalls therefore the contact would be responsible for the repair  the vehicle has not yet been repaired  the current and failure mileages were 48000  updated 031709 lj  updated 031709jb,evoq,n,2005-02-01,y,y,y,,4wd,fi,gs,auto,45.0,,,,,,,,,bds auto,,sterling,ak,,v,,n,n
709074,10259363,toyota motor north america inc,lexus,rx300,2002-01-01,n,2009-02-11,n,0,0,power trainautomatic transmission,gilbert,sc,jtjgf10u720,2009-02-19 00:00:00,2009-02-19 00:00:00,102000.0,,2002 lexus rx300 complete transmission failure at 102k miles  no warning no problems noted before failure  a new transmission had to be installed tr,ivoq,n,,n,n,n,,,,,,20.0,,,,,,,,,,,,,,v,,n,n
709094,10259378,toyota motor north america inc,toyota,camry,2002-01-01,n,2008-10-03,n,0,0,tires,middletown,pa,4t1be32k22u,2009-02-19 00:00:00,2009-02-19 00:00:00,136444.0,,tlthe contact owns a 2002 toyota camry  the vehicle has sumitomo tires  while accelerating from a stop or driving up to 55 mph the vehicle would hydroplane  the contact noticed that the tread was bald on the one year old tires  the vehicle was driven to a sears repair shop for a routine tire rotation three times within one year  on each visit the mechanic stated that the tires were not defective  the manufacturer was not notified  the dot number tire line and tire size were unknown  the current mileage was 142000 and failure mileage was 136444 updated 031209 lj  updated 031309 jb,evoq,n,,n,n,y,4.0,fwd,fi,gs,auto,0.0,,,,,,,,,,,,,,v,,n,n
709096,10259380,toyota motor north america inc,toyota,sienna,2006-01-01,n,2009-02-14,n,0,0,electrical system,san jose,ca,5tdza22c36s,2009-02-19 00:00:00,2009-02-19 00:00:00,49300.0,,i am with a family of four head to reno i have four year and three year old son  we stop by the gas station to pick up some food and drink after we open the sliding door on right side of the van and try to close when we get out its wouldnt close no matter what we try its was raining too  i have a minivan sienna 2006 xle  we know we have to cancel the trip i will never forget those moment i have to drive home with an open door on the right side of the van i have to drive very slow speed around 25  35mph because we cant close it door it was noisy windy and wet my kids were crying and scared i am scare myself  i contact the capital dealer when we got home and of cause cancel the hotel everything i drove to the dealer again without the kids and wife  here is the prices detail  sliding motor  clutch 123292 8562008042  hinge assy 125336838008031 5 hrs labor 131 for diagnosefind the problem total is 214428 this is my third time shock i tell myself never buy expensive car again stay a way from automatic and manual is the best choices just want to share this story to everyone hope this help to some people and sorry for my english not that good tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
709121,10259392,toyota motor north america inc,toyota,sequoia,2002-01-01,n,2009-02-11,n,0,0,power trainautomatic transmission,rockledge,fl,5tdzt34a52s,2009-02-19 00:00:00,2009-02-19 00:00:00,70500.0,,i have just had the transmission on my 2002 sequoia fail cost was 3200 at aamco plus 200 for a car rental every forum i go on i find at least 810 owners with this same problem od planetary gear failure so one has to wonder why toyota has not had a recall aamco told me the new part was an improved version this implies that toyota is aware of the problem  im thinking of talking to a lawyer about looking into a class action lawsuit im very disgusted tr,ivoq,n,,n,n,n,,,,,,10.0,,,,,,,,,,,,,,v,,n,n
709142,10259405,toyota motor north america inc,toyota,sienna,2004-01-01,n,2009-01-10,n,0,0,steering,melbourne,fl,,2009-02-19 00:00:00,2009-02-19 00:00:00,67000.0,,i have 67000 miles on my van and i am presently on my 3rd set of 4 tires 12 total averaging 20000 miles for one set i have a lifetime wheel alignment on the car when purchased new and have alignment checked every 5000 miles never had a vehicle with this type of horrendous tire wearout which must be the suspension on the vehicle i appear not to be alone due to numerous complaint can a recall be done based upon the unusual tread wear and frequency of customer complaints tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
709149,10259413,toyota motor north america inc,toyota,prius,2007-01-01,n,2009-01-03,n,0,0,exterior lighting,mount airy,md,jtdkb20u577,2009-02-20 00:00:00,2009-02-20 00:00:00,40000.0,,i own 2007 toyota prius headlights have started going out starting about 40k miles sometimes 1 lights sometimes both dealer wants 300 per light plus labor to replace says not covered under extended warranty several web sites list same complaint from owners of 2006  2007 in the hundreds if not more others state theyve had lights replaced  issue continues have also read this is a computer chip issue that has been fixed in newer models but toyota doesnt acknowledge    i drive very early in the morning  have a 2nd job doing deliveries in the evenings many times im driving  the lights will dim or 1 light will go out random as to which light or both lights will go out this is very dangerous especially roads without street lights  i now have a spot light in my car thats plugged in so i can get some lighting to get to the side of the road      prius owners have found that turning the lights off  back on will sometimes get them to work again  with mine sometimes they work again for a few minutes sometimes longer  i never know when its going to happen    i also live in md where by law were required to have lights on in the rain     what recourse do we have as consumers to get toyota to fix this issue on 20062007 prius models    i dont have the funds to replace headlights at the cost by the dealer  ive tried to replace on my own following directions in the owners manual but you cant actually get to the lights without removing part of the car ive never heard of a vehicle the owners cant change the headlights themselves    i dont believe there have been deaths or damages yet  yet    please help us tr,ivoq,n,,n,n,n,,,,,,35.0,,,,,,,,,,,,,,v,,n,n
709155,10260094,toyota motor north america inc,toyota,camry,1994-01-01,y,2006-03-12,n,1,0,service brakes hydraulic,salem,or,,2009-02-20 00:00:00,2009-02-20 00:00:00,,,1994 toyota camry had brake failure  consumer states that the vehicle sped up instead of stopping and wants to know if there are any recalls for this vehicle  nj  the consumer stated he was rear ended so severely it caused the left rear wheel to protrude through the back seat when he attempted to apply the brakes they failed and consequently he hit an electric post a report from the mechanic stated the brake pedal had jammed and the brake linkage was complete but not movable and also jammed jb  updated 041210,letr,y,,n,n,n,6.0,fwd,fi,gs,,,,,,,,,,,hillsboro city mechanic,,,,,v,,n,n
709156,10260094,toyota motor north america inc,toyota,camry,1994-01-01,y,2006-03-12,n,1,0,vehicle speed controlaccelerator pedal,salem,or,,2009-02-20 00:00:00,2009-02-20 00:00:00,,,1994 toyota camry had brake failure  consumer states that the vehicle sped up instead of stopping and wants to know if there are any recalls for this vehicle  nj  the consumer stated he was rear ended so severely it caused the left rear wheel to protrude through the back seat when he attempted to apply the brakes they failed and consequently he hit an electric post a report from the mechanic stated the brake pedal had jammed and the brake linkage was complete but not movable and also jammed jb  updated 041210,letr,y,,n,n,n,6.0,fwd,fi,gs,,,,,,,,,,,hillsboro city mechanic,,,,,v,,n,n
709186,10259437,toyota motor north america inc,toyota,camry,2002-01-01,y,2008-02-08,n,1,0,vehicle speed control,tampa,fl,4t1be32k62u,2009-02-20 00:00:00,2009-02-20 00:00:00,47000.0,,prior to the accident  on 282008 at 855pm there were 23 episodes within a 6 year period when ana lopez felt the vehicle mildly accelerate on its own for only a few seconds  the episodes were so mild that she questioned herself whether the car truly accelerated  and so she never had the car inspected however on 282008 at 855pm while driving home heading south on the veterans expressway in tampa she experienced what she describes as the most frightening event in her life   the first sign that something was going wrong was the dash lights began to flicker on and off so she made an attempt to pull over so she could call her husband and make him aware of how the car was performing  as she began slowing down and veering off the road on the outside lane which was witnessed  the vehicle mad a very powerful acceleration accompanied by a loud acceleration sound and loss of steering ability as the car began to steer to the left going back into traffic lanes she felt as though the vehicle was now controlling itself and shortly after began to spin out of control the vehicle struck the barrier wall and came to a final rest on the right southbound lane  ana lopez suffered multiple fractures to her right leg and spent 2 months in the hospital and rehab unit where she suffered greatly with pain and continues to suffer from pain and debilitation the vehicle was inspected by a professional inspector at her home and nothing was found wrong with the vehicle but the inspection was a preliminary inspection and she feared that a more through inspection would be too costly for her  her story about the incident has never changed and still is traumatizing to her  this complaint was translated and written by alberto lopez her son tr,ivoq,y,,n,n,n,,,,,,70.0,,,,,,,,,,,,,,v,,n,n
709194,10259444,toyota motor north america inc,toyota,prius,2006-01-01,n,2007-02-01,n,0,0,exterior lighting,elizabeth city,nc,jtdkb20u263,2009-02-20 00:00:00,2009-02-20 00:00:00,30000.0,,2006 toyota pruis option 6  problem with passenger headlight going on and off  hids tr,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
709201,10259445,toyota motor north america inc,toyota,sienna,2005-01-01,n,2009-02-01,n,0,0,structure,olathe,ks,5tdza23cx5s,2009-02-20 00:00:00,2009-02-20 00:00:00,64458.0,,right side sliding door does not close and rubs against the body of the car tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
709203,10259450,toyota motor north america inc,lexus,rx300,2001-01-01,n,2009-02-19,n,0,0,power trainautomatic transmission,hayward,ca,jtjhf10u510,2009-02-20 00:00:00,2009-02-20 00:00:00,102283.0,,without any warning out rx300 decided to give up its reverse gear towed it to the lexus dealer and they confirmed the transmission needs to be replaced  which is a 5000 job for a lexus this is silly we pay extra to have a car that has no worries and will last forever sure  we are now at 102000 miles but that is still young for a lexus    in the mean time i have contacted lexus and they have opened up a case to see how they can serve me by reducing the cost of the repair but i dont think the repair will be 0    reading all the other complaints and the remarks from the lexus customer satisfaction guy lexus knows about this problem but they fail to help their loyal customers by repairing a known issue with the transmission so much for the lexus brand    please contact lexus and force them to reimburse all repair costs for all the owners who had to go through this or start a class action lawsuit in which the result would be the same if you are a lexus person reading this hint help your customers dont drag your lexus name through the mud if you are a lawyer reading this  start a class action lawsuit and get lexus to fix its known problems tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
709206,10259448,toyota motor north america inc,toyota,prius,2002-01-01,n,2009-02-18,n,0,0,electrical system,efland,nc,jt2bk18u320,2009-02-20 00:00:00,2009-02-20 00:00:00,108000.0,,tlthe contact owns a 2002 toyota prius  the contact stated that the check engine warning indicator continues to illuminate on the instrument panel  the vehicle was towed to the dealer and they stated that the large battery needed to be replaced  the vehicle was also out of warranty  the manufacturer referred the contact to the outofwarranty division but they could not assist  the failure and current mileages were 108000,evoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
